When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
1,1,4,,Health Science Library,9 ,"I currently work in the library and do not have any formal research duties. However, I am working on a bioinformatics project with a researcher, and my background is molecular biology, mycology and infectious diseases. ",3,1,1, 2         ,4,4,4,5,4,3,3,I am hoping to gain a base  knowledge of scripting and statistics. This information will form the foundation on which I build more knowledge and help me to better analyze my work. ,1
1,1,4,,IMLS,14 ,(this is a test),1,1,6, 2  5      ,1,4,4,4,4,4,4,(this is a test),2
1,1,2,,Clinical Sciences,11 ,Investigation of novel mutations in mosaic segmental overgrowth disorders,1,2,3, 2  5      ,3,3,3,5,5,5,5,,2
1,1,2,,Clinical Neurosciences,2 ,tumor imaging  and genomics,1,2,5, 2  5 7    ,3,2,2,5,5,5,5,effective data manipulation techniques and protocols,2
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Education, Education and learning,Teasting Weastern theories on different context.,1,2,3, 2  5     SPSS,1,4,3,5,5,3,4,How to use R in statistics,2
1,1,0,PhD,MRC Mitochondrial Biology Unit,9 ,PhD in Biological science.  Statistical analysis are needed quite often to validate results and find out if they are significant or not. ,1,2,1, 2        Prism,1,3,3,4,2,2,,"Better understanding of statistical analysis such as T-test, Anova, etc. Tips to better organize and analyse data.",2
1,1,2,,Cardiovascular and molecular biology,9 ,I am working on candidate gene analysis in Autism Spectrum Disorder patients using platelets as disease models.,3,1,1, 2        Prism,3,1,2,5,4,4,3,"Analyzing NGS data, understanding the pipeline of candidate gene screening, programming that can help in data analysis",2
1,1,2,,Cardiovascular and Molecular Biology,9 ,"I am studying rare genetic bleeding and platelet disorders to gain information on the process of megakaryopoiesis and platelet formation, more specifically on granule biogenesis.",3,1,1, 2        Prism,3,1,2,5,4,4,3,Organizing and managing big data sets  Analyzing NGS data  Basic programming skills  Automating workflows,2
1,1,6,,Cambridge Institute,9 ,Proteomic applications to biological research. mass spectrometry method development and quantitative proteomics.,3,2,1, 2         ,2,3,3,5,5,5,4,efficient data analysis with a view to providing a basis for exploring further options in codiing and data analysis such as R,2
1,1,3,,Genetics,9 ,"Understanding the molecular causes and responses to cessation of growth of E. coli, induced by indole production.",3,2,1, 2         ,1,2,2,4,5,5,5,Basic knowledge to get started with programming and automating tasks.  Where to look for further learning.,2
1,1,6,,,9 ,Functional follow-up of breast cancer GWAS.  Comparison of RNA  expression in nasal and bronchial samples between patients with lung cancer and healthy volunteers.,4,3,2, 2         ,3,2,3,5,4,3,3,the basics of R,2
1,1,6,,Department of Haematology,9 ,,3,2,1, 2 4       ,2,4,4,4,5,5,5,,2
1,1,6,,Bioinformatics,4 ,I am a software developer with experience in both scientific software development and biological data management. I work in the field of bioinformatics.,1,1,6, 2 4       ,4,4,4,5,4,3,2,I'd like to discover ways to analyse data qucikly without having to think up complex SQL queries,2
1,1,3,,Genetics ,9 ,Transgenerational epigenetic inheritance in mammals,1,2,1, 2         ,1,2,2,5,5,5,3,"Basics of reformatting my data with commandline, pivottables in exel or R.   Ideally, graphically representing them doing basic calculations/statistics in R",2
1,1,2,,Microbial ecology,10 ,Identification of resident bacteria and microbes associated with the nitrogen cycle in a Darwin wastewater stabilisation pond system.,1,1,2, 2  5     PRIMER/PERMANOVA ,1,3,3,5,4,4,5,How to organise raw data and import/analyse with R.,2
1,1,4,,Graphic Communication Design, Graphic & Interaction Design,"Using data as impetus and material for a variety of cultural and social representations—such as city data translated into concepts for new civic services (future cities) or governmental data translated into proposals for different ""possible"" political structures (future states). ",1,2,2, 2        Processing / sometimes SQL,3,1,1,3,3,3,3,Fundamental strategies for organizing data and making decisions about appropriate tools for visualizing or otherwise giving form to data.,1
1,1,2,,Freshwater and Marine Sciences,5 ,Estimating drivers of greenhouse gas emissions from inland waters,3,3,6,    5 7    ,1,2,2,5,4,5,5,The best practices in storing and analyzing data,1
1,1,2,,esp,6 ,kjh,1,2,,           ,,,,,,,,,
1,1,4,,Biology,9 ,"Structural Biology, Bioinformatics",1,2,3,     6     ,4,3,3,5,5,5,5,What to learn basic Python and R to analyze data more effectively.  Learn basic database management,1
1,1,3,,Nutritional Sciences,9 ,The relationships between early iron and choline status on cognitive and brain development in infants and young children.,1,3,5, 2  5 7  10SAS,2,4,3,5,5,5,4,I'd like to have a procedure for reproducible and efficient data management and workflow.,1
1,1,4,,"School of Education, Special Education",  ,What occurs when teachers introduce new learning strategies in the classroom? The overall goal of my current study is work with classroom teachers in the West Bank of Palestine on effective strategies for facilitating struggling learners’ development of effective learning strategies. ,3,2,1,          qualitative line by line coding,1,2,2,5,3,3,3,"Qualitative data management is always something I struggle with, and I have some doubts whether this approach will help or not.",1
1,1,4,,Anthropology, Social Sciences,"I am investigating how the Classic Maya (ca. AD 250-800) conceptualized the material world and, in particular, the nature of relationships between humans and objects.  I am looking at this through analyzing a large number (>3000) of examples of iconography (i.e., depictions in art) from painted ceramic vessels of this time period that show human beings interacting with objects; I am collecting data on a variety of parameters that will help me understand and describe human-object relationships in Maya terms.",1,2,1, 23        ,2,3,2,5,3,3,3,I want to better understand the possibilities available to me as I analyze my data -- what are tools I can use to get the most out of my dataset?,1
1,1,4,,Internal Medicine/General Internal Medicine,11 ,,1,2,3, 2       10 ,4,0,0,5,3,3,3,,1
1,1,6,,Centre for Risk Studies,6 ,I am responsible for managing a few projects and carrying out macroeconomic analysis on the impact that disasters may have on the economy. ,3,2,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,Chemistry,3 ,Characterization of the functional significance of chemical modifications in RNA,3,3,1, 2         ,3,2,2,5,3,3,3,I would like to learn about streamlining the data analysis for reproducible output,1
1,1,6,,Libraries, Libraries,,3,1,1, 2         ,3,4,2,5,4,4,4,How programming languages can help with data management - theory and practical. ,1
1,2,6,,Biochemistry,10 ,Automated high throughput screening in drug discovery,1,3,3, 2  56  9  ,4,2,2,5,5,5,5,Best practices for using Python and R to manage and analyze large biological datasets,1
1,1,2,,Biomolecular Chemistry,9 ,,3,2,3, 2    7    ,3,0,0,4,5,3,4,,1
1,1,2,,microbiology,11 ,"population structure of microbes, comparative genomics",3,2,1, 2         ,4,0,0,5,3,3,3,the basics,2
1,1,2,,Environmental studies, Interdisciplinary biology and sociology,Ecology and epidemiology of zoonotic and neglected diseases,3,2,5, 2  5      ,1,2,3,5,5,5,3,Beat practices in data management and organization. Sql,1
1,1,4,,University libraries," life science previously, librarianship currently","Using the Change Based Adoption Method, I am examining the rate of adoption of data management practices among researchers. This involves a structured, validated survey technique, transformation of the raw data to scaled values, and plotting to reveal a 'profile'. This profile can be used to group learners and provide them with tailored educational interventions. ",3,2,3," 23       SAS, PRIMER-E",1,4,3,5,4,4,3,"Mostly, just familiarity with the software that my clients use. ",1
1,1,2,,Environmental Chemistry and Technology,9 ,I am studying the bacteria that are responsible for methylating mercury. I am primarily interested in the ecology of the microbes responsible.,1,2,5, 2  5      ,3,2,1,5,5,5,4,I am interested in learning how to organize my data in an efficient way that can be easily understood by myself and others.,1
1,1,4,,library, Data management,"research data management, data policy, research support",3,1,3, 2         ,3,4,2,5,4,4,3,Be able to help with basic R and know when to refer to refer to consulting services for help. And analyze faculty survey I'm conducting now.,1
1,1,2,,Environmental Studies, Environmental Studies,How does technology impact farmer livelihood security?,1,2,3, 2        Stata,1,2,2,5,5,5,5,"Better data management skills, and an introduction to Python and R",1
1,1,1,,Engineering Physics,7 ,I am beginning to work with the Computational Nuclear Engineering Research Group at UW Madison.  I am not at the moment working on anything.,3,3,5,      7 9  ,4,0,0,4,5,5,3,I would like a better grasp of using programming languages in a laboratory setting.,1
1,1,2,,,9 ,,1,1,,           ,,,,,,,,,
1,1,2,,Geoscience,9 ,Metagenomic analyses of the Fe-cycling microbial community in a hot spring environment.,1,3,5, 2   6  9 Perl,1,4,4,5,5,5,4,I hope to learn more effective (i.e. faster) ways to analyze my data.,1
1,1,1,,,14 ,,3,1,6,    567    ,1,4,4,4,4,4,4,,1
1,1,2,,Chemistry,3 ,I study about phase diagram of mixture using computer simulation and statistical mechanics.,3,2,2,        9 Fortran,3,2,1,5,4,5,4,how to make a organized data set from raw data like just numbers,1
1,1,2,,Electrical and Computer Engineering,4 ,Performance modeling and Simulation.  Computer Architecture.  Parallel Systems.  Hardware Design and Verification.,2,3,4, 2   6  9  ,4,0,0,5,3,3,3,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Pathology and Laboratory Medicine,9 ,NHP disease models and immunology of infectious diseases. ,1,2,3, 2  5      ,1,2,3,5,5,5,5,More efficient ways to utilize R to analyze my data. I would also like to learn R studio.,1
1,1,6,,Botany,9 ,Understanding the ecology of fungi invasion.,1,3,3, 2         ,3,3,3,4,4,5,2,A basic understanding of SQL and to expand my knowledge of R.,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Research IT Solutions,11 ,I am a Research Data Manager and work as a liaison between IT and the researchers to help the researchers better understand their data storage and management.,1,2,2, 23     9  ,4,0,0,5,4,4,3,I want to understand how the researchers that I perform outreach with use these types of tools so that I can better understand how they are analyzing their data.,1
1,1,6,,Library, Information science,Information organization/discovery,1,1,2, 2         ,4,3,3,5,4,3,3,"Developing some level of familiarity with R, OpenRefine, and SQL",1
1,1,5,,Technical Library, cross-disciplinary research support,My current field of work has three foci: 1) data management; 2) publishing; 3) text and data mining.,3,2,1, 2        CiteSpace,4,0,0,4,4,4,4,"I am using this workshop as a precursor to classes I will be taking through Syrcause University in Data Science. R and Python are the primary tools for classes in data and text mining, so this will be a good introduction for me.",1
1,1,0,Librarian at the Federal Reserve Bank of Atlanta,Knowledge and Information Management," Banking, economics and finance",My goal for the workshop is to learn about data analysis and management so that I can help staff in the subject areas above to manage their data.,3,2,1, 2         ,4,0,0,5,3,3,3,To learn about data management and be introduced to data analysis tools that I can share with users at my organization.,1
1,1,4,,Biomedical Library,11 ,"Management, access, reproducibility and preservation of biomedical research data.",1,1,3, 2         ,4,5,0,5,3,3,3,General understanding of various tools as well as potential scenarios for analysis.,1
1,1,4,,Library, Library & Information Sciences,Currently working with creating network visualizaitons of data professionals and organizations ,1,1,2, 2         ,3,3,3,5,5,5,5,,1
1,2,3,,Library, Information science,"I study how people share data- what issues they have in trusting, understanding, and repurposing data.",1,2,3, 2     8   ,2,3,3,5,5,5,4,Need to improve my R and Python skills!!!,1
1,1,6,,Libraries,8 ,I'm a research data management coordinator at a large university library. I support all stages of research data and need to be able to guide any researcher through data transformation and analysis processes. ,1,1,4, 2 4   89  ,1,4,2,5,5,5,1,"I hope to improve my general proficiency and comfort with data transformation (and ETL in general) using OpenRefine and SQL. I also hope to understand a bit more about how R might help with data exploration, analysis, and visualization.",1
1,1,4,,library, data management librarian,to assist researchers with data management issues.,3,2,1, 2         ,4,3,3,5,3,3,3,what data tools are available and how to use them,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,5,,Expression and Molecular Biology,9 ,Molecular biology of fungi. ,3,1,1, 2         ,3,3,3,5,4,4,3,"Capabilities of R and Python, as well as basic programming knowledge. ",1
1,1,5,,"biochemistry, htp screening",9 ,I focus on enzyme assay development and implimentation for high throughput screening of enzyme variants and routine biochemical characterization of proteins. I sometime deal with large data sets due to the nature of hts.,3,1,1, 2         ,4,3,3,5,4,4,4,new tools to help me in my daily tasks and career,1
1,1,5,,Fermentation,7 ,Fermentation process development for the growth of bacteria or fungi and production of target proteins.,3,1,2, 2         ,1,3,3,5,5,5,3,Learn python basics and improve my understanding of its capabilities for the ultimate goal of improving the efficiency of my data analysis and reporting.,1
