"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"1002","12/6/16 14:35","12/6/16 14:35","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1003","12/6/16 12:23","12/6/16 12:28","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Botany","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Satisfied","Satisfied","Strongly agree","Agree","Strongly agree","Strongly agree","real examples and experience applying data analysis and management tools. more efficiency/reproducible analyses ","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"1004","12/6/16 11:15","12/6/16 11:15","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1005","12/6/16 10:22","12/6/16 10:22","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1006","12/6/16 10:21","12/6/16 10:21","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1007","12/6/16 8:02","12/6/16 8:04","I am taking this survey before coming to the workshop","Yes","Graduate Student","","School of Natural Sciences","Other","Social Science","Apple OS","Yes","Monthly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Unsatisfied","Strongly agree","Neutral","Neutral","Agree","How to work smartly with Data","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1008","12/6/16 6:19","12/6/16 6:20","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1009","12/5/16 18:13","12/5/16 18:19","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Environmental Chemistry and Technology","Chemistry","","Apple OS","No","Weekly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Strongly agree","Strongly agree","Agree","I have inherited bits of code from labmates to help analyze data but I would like to learn more about the details so that I can better manipulate the code and tailor their scripts to my data sets.","Yes","18-24","Female",NA,"White / Caucasian","","2016"
"1010","12/5/16 18:11","12/5/16 18:14","I am taking this survey before coming to the workshop","Yes","Staff","","General Library System","Humanities","","Windows","Not sure","Several times a year","Excel or other spreadsheet program","SQL","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Agree","","Yes","45-54","Male",NA,"White / Caucasian","","2016"
"1011","12/1/16 11:25","12/1/16 11:27","I am taking this survey before coming to the workshop","Yes","Post-doc","","HSPH","Public Health","","Linux","No","Weekly","Python","MATLAB","","","","","","I have data but haven't started analyzing it","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2016"
"1012","12/1/16 9:38","12/1/16 20:37","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Post-doc","","Sociology","Other","Social Science","Windows","No","","","","","","","","","","","","Strongly agree","Strongly agree","Strongly agree","Agree","Stuff in R I haven't learned before. Especially ggplot. That stuff hangs me up.","Yes","35-44","Male",NA,"Prefer not to say","","2016"
"1013","11/30/16 23:39","11/30/16 23:43","I am taking this survey before coming to the workshop","Yes","Faculty","","Psychology","Humanities","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Very unsatisfied","Very unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","effective teaching and learning plus practice!","Yes","35-44","Female",NA,"Asian / Pacific Islander","","2016"
"1014","11/30/16 20:46","11/30/16 20:50","I am taking this survey before coming to the workshop","Yes","Post-doc","","Psychology","Neuroscience","","Windows","No","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1015","11/30/16 19:41","11/30/16 19:52","I am taking this survey before coming to the workshop","Yes","Staff","","Psychology","Life Science ","","Linux","No","Several times a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Neutral","I know very little R and almost never use it to analyze my data. I hope to get to know R better and to be able to use it in the future to analyze data.","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1016","11/30/16 18:55","11/30/16 19:03","I am taking this survey before coming to the workshop","Yes","Staff","","Environmental Health","Public Health","","Windows","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Agree","Agree","Agree","I hope to obtain a clear understanding of basic data management and manipulation in R.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"1017","11/30/16 18:54","11/30/16 18:54","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1018","11/30/16 17:47","11/30/16 17:53","I am taking this survey before coming to the workshop","Yes","Faculty","","Political Science","No Answer","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","R is new to me, so I want to get familiarized with the software.","Yes","45-54","Male",NA,"Asian / Pacific Islander","","2016"
"1019","11/30/16 13:54","11/30/16 13:59","I am taking this survey before coming to the workshop","Yes","Staff","","Health Policy and Management","Public Health","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Not applicable","Not applicable","Strongly agree","Neutral","Neutral","Neutral","New approaches to managing and analyzing data; new topics to add to my course.","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1020","11/30/16 13:49","11/30/16 13:53","I am taking this survey before coming to the workshop","Yes","Staff","","Harvard Business School","Economics","","Windows","Yes","Weekly","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Agree","","Yes","45-54","Male",NA,"White / Caucasian","","2016"
"1021","11/30/16 13:45","11/30/16 13:52","I am taking this survey before coming to the workshop","Yes","Faculty","","Psychology","Other","Psychology","Windows","No","Daily","Excel or other spreadsheet program","R","MATLAB","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Neutral","Strongly agree","Strongly agree","Strongly agree","Agree","More fluency in basic workflow of getting data from messy collected data to publishable figures/outputs. ","Yes","35-44","Male",NA,"White / Caucasian","","2016"
"1022","11/30/16 13:46","11/30/16 13:48","I am taking this survey before coming to the workshop","Yes","Staff",""," ","No Answer","","Windows","Yes","Weekly","SQL","R","","","","","","I am working on generating data","Satisfied","Satisfied","Agree","Strongly agree","Neutral","Strongly disagree","","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1023","11/30/16 13:44","11/30/16 13:48","I am taking this survey before coming to the workshop","No","Staff","","Baker Library, Baker Research Services","Other","Business","Windows","Yes","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Neutral","I need to be more comfortable and confident to handle large data sets that are beyond excel without relying on my coworkers.","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1024","11/29/16 15:12","11/29/16 15:13","I am taking this survey before coming to the workshop","Yes","Post-doc",""," ","Other","History","Apple OS","No","Weekly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Neutral","Agree","Agree","Neutral","","Yes","25-34","Male",NA,"Prefer not to say","","2016"
"1025","11/29/16 10:45","11/29/16 10:54","I am taking this survey before coming to the workshop","Yes","Staff","","KNowledge and Library Services - Baker Library","Other","Business","Windows","Not sure","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Agree","Agree","Agree","Agree","I'd like to be able to use R for data cleaning, manipulation and analysis.","Yes","45-54","Female",NA,"White / Caucasian","","2016"
"1026","11/28/16 18:41","11/28/16 18:43","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1027","11/28/16 17:07","11/28/16 17:16","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Organizational Behavior","Other","Business","Apple OS","Not sure","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Agree","Strongly agree","Agree","","Yes","25-34","Female",NA,"White / Caucasian","","2016"
