When-Taking-Survey,Information,Atmosphere,Skills,Material,Recommend,Worth,Pace,Balance,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Communicators,Instructors-Enthusiastic,Helpers-Clear-Answers,Helpers-Considerate,Helpers-Communicators,Helpers-Enthusiastic,Enough-Helpers,New-Information,Unix-Shell-Pre,Unix-Shell-Perception,Git-Pre,Git-Perception,Python-Pre,Python-Perception,R-Pre,R-Perception,SQL-Pre,SQL-Perception,Unix-Shell-Knowledge-Increase,Unix-Shell-Intimidating,Git-Knowledge-Increase,Git-Intimidating,Python-Knowledge-Increase,Python-Intimidating,R-Knowledge-Increase,R-Intimidating,SQL-Knowledge-Increase,SQL-Intimidating,After-Unix-Shell-Motivation,After-Git-Motivation,After-Python-Motivation,After-R-Motivation,After-SQL-Motivation,Pipes-Before-Workshop,Pipes-After-Workshop,Loops-Before-Workshop,Loops-After-Workshop,Git-Repo-Before-Workshop,Git-Repo-After-Workshop,Function-Before-Workshop,Function-After-Workshop,Import-Library-Before-Workshop,Import-Library-After-Workshop,Unit-Test-Before-Workshop,Unit-Test-After-Workshop,SQL-Query-Before-Workshop,SQL-Query-After-Workshop,Status,Status-Other,Research-Domain,Gender,Above-18,Workshop-in-US,Likely-to-Recommend
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,All of the time,Often,All of the time,Yes,Most of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,,,Little or no knowledge of topic,Very intimidating to me,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became slightly less intimidating,,,Knowledge increased a little,Became slightly less intimidating,,,More motivated,No change in motivation,N/A - Topic not covered,More motivated,N/A - Topic not covered,Maybe,Confidence increased a bit,No,N/A - Not covered at workshop,Yes,Confidence increased greatly,Yes,Confidence increased a bit,Yes,Confidence increased greatly,Maybe,Confidence increased a bit,No,N/A - Not covered at workshop,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,,N/A or No opinion,Some knowledge of topic,Slightly intimidating to me,,N/A or No opinion,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,N/A - Topic not covered,More motivated,N/A - Topic not covered,No,No change in confidence,No,No change in confidence,No,Confidence increased a bit,Maybe,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,N/A - Not covered at workshop,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,No,About half of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,,,Some knowledge of topic,Not at all intimidating,,,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became much less intimating,,,Knowledge increased slightly,Became much less intimating,,,More motivated,Much more motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,Confidence increased greatly,No,N/A - Not covered at workshop,No,Confidence increased slightly,Maybe,N/A - Not covered at workshop,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Just right,Slightly too much lecture,Sometimes,Often,Sometimes,Often,Often,All of the time,Often,All of the time,Yes,About half of it,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Very intimidating to me,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Neither intimidating nor unintimidating,No increase in my knowledge,No change - (Not less or more intimidating),Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased slightly,No change - (Not less or more intimidating),N/A - Not covered at this workshop,N/A - Not covered at this workshop,No change in motivation,Slightly less motivated,N/A - Topic not covered,Slightly less motivated,N/A - Topic not covered,Maybe,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Maybe,Confidence increased a bit,Yes,N/A - Not covered at workshop,Yes,No change in confidence,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Graduate Student,,"       Library and information science    Planetary sciences (geology, climatology, oceanography, etc.)    ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Sometimes,All of the time,Often,All of the time,Yes,All of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Knowledge increased slightly,Became much less intimating,Knowledge increased a little,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a little,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,More motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,No change in confidence,No,No change in confidence,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,No,No change in confidence,No,N/A - Not covered at workshop,Research staff (including research programmer),,            Psychology   ,Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,Maybe,Confidence increased a bit,Maybe,Confidence increased a bit,Maybe,Confidence increased slightly,No,No change in confidence,Maybe,Confidence increased slightly,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Post-doctoral researcher,,               ,Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Extensive knowledge of topic,Not very intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,Much more motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,Yes,No change in confidence,Yes,No change in confidence,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased greatly,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Librarian/archivist,,    Humanities           ,Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Often,Yes,All of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,,,Little or no knowledge of topic,Slightly intimidating to me,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,,,Knowledge increased a great deal,Became much less intimating,,,More motivated,More motivated,,More motivated,,No,,No,,Maybe,,Yes,,Yes,,,,,,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Some of it,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,,N/A or No opinion,Some knowledge of topic,Neither intimidating nor unintimidating,,N/A or No opinion,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Knowledge increased a little,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,Yes,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased slightly,Graduate Student,,"     Life Sciences (Genetics, genomics, bioinformatics )        Social sciences  ",Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Too slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,,,,,,,,,,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became much less intimating,,,Knowledge increased slightly,Became slightly less intimidating,,,No change in motivation,More motivated,N/A - Topic not covered,Much more motivated,N/A - Topic not covered,No,,No,,Maybe,,Yes,,Yes,,No,,No,,Graduate Student,,               public health,Female,,Yes,10
